Date,Country_Region,positive,active,hospitalized,hospitalizedCurr,recovered,death,total_tested,daily_tested,daily_positive
2020-02-04,Armenia,0,0,NA,NA,0,0,18,12,0
2020-02-05,Armenia,0,0,NA,NA,0,0,23,5,0
2020-02-06,Armenia,0,0,NA,NA,0,0,39,16,0
2020-02-07,Armenia,0,0,NA,NA,0,0,48,9,0
2020-02-10,Armenia,0,0,NA,NA,0,0,52,1,0
2020-02-11,Armenia,0,0,NA,NA,0,0,63,11,0
2020-02-14,Armenia,0,0,NA,NA,0,0,67,1,0
2020-02-18,Armenia,0,0,NA,NA,0,0,68,0,0
2020-02-19,Armenia,0,0,NA,NA,0,0,73,5,0
2020-02-20,South Korea,104,87,NA,NA,16,1,13202,2029,53
2020-02-21,South Korea,204,185,NA,NA,17,2,16400,3198,100
2020-02-22,South Korea,433,413,NA,NA,18,2,21586,5186,229
2020-02-23,South Korea,602,580,NA,NA,18,4,25577,3991,169
2020-02-24,Armenia,0,0,NA,NA,0,0,79,1,0
2020-02-24,South Korea,833,804,NA,NA,22,7,31923,6346,231
2020-02-25,Armenia,0,0,NA,NA,0,0,86,7,0
2020-02-25,Italy,322,312,NA,150,1,10,8623,4299,93
2020-02-25,South Korea,977,945,NA,NA,22,10,40304,8381,144
2020-02-26,Armenia,0,0,NA,NA,0,0,93,7,0
2020-02-26,Estonia,1,1,NA,NA,0,0,9,8,1
2020-02-26,Italy,400,385,NA,164,3,12,9587,964,78
2020-02-26,South Korea,1261,1225,NA,NA,24,12,53553,13249,284
2020-02-27,Armenia,0,0,NA,NA,0,0,100,7,0
2020-02-27,Estonia,1,1,NA,NA,0,0,19,10,0
2020-02-27,Greece,3,3,NA,NA,0,0,0,0,2
2020-02-27,Italy,650,588,NA,304,45,17,12014,2427,250
2020-02-27,South Korea,1766,1727,NA,NA,26,13,66652,13099,505
2020-02-28,Armenia,0,0,NA,NA,0,0,105,5,0
2020-02-28,Estonia,1,1,NA,NA,0,0,32,13,0
2020-02-28,Greece,4,4,NA,NA,0,0,0,0,1
2020-02-28,Italy,888,821,NA,409,46,21,15695,3681,238
2020-02-28,South Korea,2337,2297,NA,NA,27,13,81167,14515,571
2020-02-29,Armenia,0,0,NA,NA,0,0,118,13,0
2020-02-29,Estonia,1,1,NA,NA,0,0,40,8,0
2020-02-29,Greece,7,7,NA,NA,0,0,0,0,3
2020-02-29,Italy,1128,1049,NA,506,50,29,18661,2966,240
2020-02-29,South Korea,3150,3105,NA,NA,28,17,94055,12888,813
2020-03-01,Armenia,1,1,NA,1,0,0,119,1,1
2020-03-01,Estonia,1,1,NA,NA,0,0,58,18,0
2020-03-01,Greece,7,7,NA,NA,0,0,0,0,0
2020-03-01,Italy,1694,1577,NA,779,83,34,21127,2466,566
2020-03-01,South Korea,4212,4159,NA,NA,31,22,109591,15536,1062
2020-03-02,Armenia,1,1,NA,1,0,0,138,19,0
2020-03-02,Estonia,2,2,NA,NA,0,0,80,22,1
2020-03-02,Greece,7,7,NA,NA,0,0,504,504,0
2020-03-02,Italy,2036,1835,NA,908,149,52,23345,2218,342
2020-03-02,South Korea,4812,4750,NA,NA,34,28,125851,16260,600
2020-03-03,Armenia,1,1,NA,1,0,0,150,12,0
2020-03-03,Estonia,2,2,NA,NA,0,0,109,29,0
2020-03-03,Greece,7,7,NA,NA,0,0,570,66,0
2020-03-03,Italy,2502,2263,NA,1263,160,79,25856,2511,466
2020-03-03,South Korea,5328,5255,NA,NA,41,32,136707,10856,516
2020-03-04,Armenia,1,1,NA,1,0,0,163,13,0
2020-03-04,Estonia,3,3,NA,NA,0,0,145,36,1
2020-03-04,Italy,3089,2706,NA,1641,276,107,29837,3981,587
2020-03-04,Poland,1,1,NA,NA,0,0,584,25,1
2020-03-04,South Korea,5766,5643,NA,NA,88,35,146541,9834,438
2020-03-05,Armenia,1,1,NA,1,0,0,176,13,0
2020-03-05,Estonia,10,10,NA,NA,0,0,180,35,7
2020-03-05,Greece,31,31,NA,NA,0,0,0,0,22
2020-03-05,Italy,3858,3296,NA,2141,414,148,32362,2525,769
2020-03-05,Poland,1,1,NA,NA,0,0,676,92,0
2020-03-05,South Korea,6284,6134,NA,NA,108,42,164740,18199,518
2020-03-06,Armenia,1,1,NA,1,0,0,183,7,0
2020-03-06,Estonia,10,10,NA,NA,0,0,251,71,0
2020-03-06,Greece,45,45,NA,NA,0,0,0,0,14
2020-03-06,Italy,4636,3916,NA,2856,523,197,36359,3997,778
2020-03-06,Poland,5,5,NA,NA,0,0,855,179,4
2020-03-06,South Korea,6767,6605,NA,NA,118,44,178189,13449,483
2020-03-07,Armenia,1,1,NA,1,0,0,195,12,0
2020-03-07,Estonia,10,10,NA,NA,0,0,280,29,0
2020-03-07,Greece,66,66,NA,NA,0,0,0,0,21
2020-03-07,Italy,5883,5061,NA,3218,589,233,42062,5703,1247
2020-03-07,Serbia,1,1,NA,1,0,0,109,24,0
2020-03-07,South Korea,7134,6954,NA,NA,130,50,188518,10329,367
2020-03-08,Armenia,1,1,NA,1,0,0,203,8,0
2020-03-08,Estonia,10,10,NA,NA,0,0,300,20,0
2020-03-08,Greece,73,73,NA,NA,0,0,0,0,7
2020-03-08,Italy,7375,6387,NA,4207,622,366,49937,7875,1492
2020-03-08,Serbia,1,1,NA,1,0,0,112,3,0
2020-03-08,South Korea,7382,7165,NA,NA,166,51,196618,8100,248
2020-03-09,Armenia,1,1,NA,1,0,0,210,7,0
2020-03-09,Estonia,13,13,NA,NA,0,0,364,64,3
2020-03-09,Greece,84,84,NA,NA,0,0,0,0,11
2020-03-09,Italy,9172,7985,NA,5049,724,463,53826,3889,1797
2020-03-09,Poland,17,17,NA,NA,0,0,1384,230,6
2020-03-09,Serbia,2,2,NA,2,0,0,119,7,1
2020-03-09,South Korea,7513,7212,NA,NA,247,54,210144,13526,131
2020-03-10,Armenia,1,1,NA,1,0,0,225,15,0
2020-03-10,Estonia,15,15,NA,NA,0,0,421,57,2
2020-03-10,Greece,89,89,NA,NA,0,0,0,0,5
2020-03-10,Italy,10149,8514,NA,5915,1004,631,60761,6935,977
2020-03-10,Poland,22,22,NA,NA,0,0,1630,246,5
2020-03-10,Serbia,5,5,NA,3,0,0,135,16,3
2020-03-10,South Korea,7755,7407,NA,NA,288,60,222395,12251,242
2020-03-11,Armenia,4,4,NA,4,0,0,238,13,3
2020-03-11,Bangladesh,3,1,NA,NA,2,0,142,10,0
2020-03-11,Estonia,18,18,NA,NA,0,0,486,65,3
2020-03-11,Greece,99,99,NA,NA,0,0,1700,1700,10
2020-03-11,Italy,12462,10590,NA,6866,1045,827,73154,12393,2313
2020-03-11,Poland,31,31,NA,NA,0,0,2024,394,9
2020-03-11,Serbia,18,18,NA,12,0,0,169,34,13
2020-03-11,South Korea,7869,7470,NA,NA,333,66,234998,12603,114
2020-03-12,Armenia,6,6,NA,6,0,0,277,39,2
2020-03-12,Bangladesh,3,1,NA,NA,2,0,163,21,0
2020-03-12,Estonia,58,58,NA,NA,0,0,617,131,40
2020-03-12,Greece,117,114,NA,NA,2,1,2180,480,18
2020-03-12,Italy,15113,12839,NA,7803,1258,1016,86011,12857,2651
2020-03-12,Poland,51,50,NA,NA,0,1,2234,210,20
2020-03-12,Serbia,24,24,NA,19,0,0,203,34,6
2020-03-12,South Korea,7979,7402,NA,NA,510,67,248647,13649,110
2020-03-13,Armenia,13,13,NA,13,0,0,382,105,7
2020-03-13,Bangladesh,3,1,NA,NA,2,0,187,24,0
2020-03-13,Estonia,102,101,NA,NA,1,0,800,183,44
2020-03-13,Greece,190,187,NA,NA,2,1,2700,520,73
2020-03-13,Italy,17660,14955,NA,8754,1439,1266,97488,11477,2547
2020-03-13,Poland,68,66,NA,NA,0,2,2889,655,17
2020-03-13,Serbia,35,34,NA,21,1,0,257,54,11
2020-03-13,South Korea,8086,7300,NA,NA,714,72,261335,12688,107
2020-03-14,Armenia,20,20,NA,20,0,0,483,101,7
2020-03-14,Bangladesh,5,2,NA,NA,3,0,211,24,2
2020-03-14,Estonia,125,124,NA,NA,1,0,963,163,23
2020-03-14,Greece,228,217,NA,NA,8,3,3400,700,38
2020-03-14,Italy,21157,17750,NA,9890,1966,1441,109170,11682,3497
2020-03-14,Poland,104,101,NA,NA,0,3,4414,1525,36
2020-03-14,Serbia,46,45,NA,23,1,0,286,29,11
2020-03-14,South Korea,8162,7253,NA,NA,834,75,268212,6877,76
2020-03-15,Armenia,28,27,NA,27,1,0,529,46,8
2020-03-15,Bangladesh,5,2,NA,NA,3,0,231,20,0
2020-03-15,Belgium,1755,266,71,NA,18,18,12486,1064,213
2020-03-15,Estonia,200,199,NA,NA,1,0,1458,495,75
2020-03-15,Greece,331,317,NA,NA,10,4,4000,600,103
2020-03-15,Italy,24747,20603,NA,11335,2335,1809,124899,15729,3590
2020-03-15,Poland,125,122,NA,NA,0,3,5493,1079,21
2020-03-15,Serbia,48,47,NA,23,1,0,301,15,2
2020-03-15,South Korea,8236,7024,NA,NA,1137,75,274504,6292,74
2020-03-16,Armenia,45,44,NA,44,1,0,701,172,17
2020-03-16,Bangladesh,8,5,NA,NA,3,0,241,10,3
2020-03-16,Belgium,2141,370,161,NA,32,29,13979,1493,386
2020-03-16,Estonia,225,224,NA,NA,1,0,1762,304,25
2020-03-16,Greece,352,338,NA,NA,10,4,4320,320,21
2020-03-16,Italy,27980,23073,NA,12876,2749,2158,137962,13063,3233
2020-03-16,Serbia,57,56,NA,29,1,0,334,33,9
2020-03-16,South Korea,8320,6838,NA,NA,1401,81,286716,12212,84
2020-03-17,Armenia,78,77,NA,77,1,0,837,136,33
2020-03-17,Bangladesh,10,7,NA,NA,3,0,277,36,2
2020-03-17,Belgium,2558,497,284,NA,63,40,15809,1830,417
2020-03-17,Estonia,247,246,NA,NA,1,0,1953,191,22
2020-03-17,Greece,387,368,NA,NA,14,5,4900,580,35
2020-03-17,Italy,31506,26062,NA,14954,2941,2503,148657,10695,3526
2020-03-17,Serbia,72,71,NA,38,1,0,392,58,15
2020-03-17,South Korea,8413,6789,NA,NA,1540,84,295647,8931,93
2020-03-18,Armenia,110,109,NA,109,1,0,927,90,32
2020-03-18,Bangladesh,14,10,NA,NA,3,1,351,74,4
2020-03-18,Belgium,3092,650,467,NA,111,61,17958,2149,534
2020-03-18,Estonia,275,274,NA,NA,1,0,2491,538,28
2020-03-18,Greece,418,399,NA,NA,14,5,6000,1100,31
2020-03-18,Italy,35713,28710,NA,16620,4025,2978,165541,16884,4207
2020-03-18,Poland,287,281,NA,NA,1,5,9515,1616,49
2020-03-18,Serbia,89,88,NA,48,1,0,458,66,17
2020-03-18,South Korea,8565,6527,NA,NA,1947,91,307024,11377,152
2020-03-18,Turkey,191,188,NA,NA,0,3,10017,2015,93
2020-03-19,Armenia,136,135,NA,135,1,0,1044,117,26
2020-03-19,Bangladesh,17,13,NA,NA,3,1,397,46,3
2020-03-19,Belgium,3805,844,679,NA,160,88,20549,2591,713
2020-03-19,Estonia,303,301,NA,NA,2,0,2842,351,28
2020-03-19,Italy,41035,33190,NA,18255,4440,3405,182777,17236,5322
2020-03-19,Poland,355,349,NA,NA,1,5,11196,1681,68
2020-03-19,Serbia,103,101,NA,55,2,0,524,66,14
2020-03-19,South Korea,8652,6325,NA,NA,2233,94,316664,9640,87
2020-03-19,Turkey,359,355,NA,NA,0,4,11998,1981,168
2020-03-20,Armenia,160,159,NA,159,1,0,1133,89,24
2020-03-20,Bangladesh,20,16,NA,NA,3,1,433,36,3
2020-03-20,Belgium,4468,1099,974,NA,215,119,23070,2521,663
2020-03-20,Estonia,315,313,NA,NA,2,0,3234,392,12
2020-03-20,Italy,47021,37860,NA,18675,5129,4032,206886,24109,5986
2020-03-20,Lithuania,69,67,NA,NA,1,1,1466,312,21
2020-03-20,Poland,425,417,NA,NA,3,5,13072,1876,70
2020-03-20,Serbia,135,131,NA,71,3,1,603,79,32
2020-03-20,South Korea,8799,6085,NA,NA,2612,102,327509,10845,147
2020-03-20,Turkey,670,661,NA,NA,0,9,15624,3626,311
2020-03-21,Armenia,190,188,NA,188,2,0,1231,98,30
2020-03-21,Bangladesh,24,19,NA,NA,3,2,433,0,4
2020-03-21,Belgium,4938,1384,1306,NA,289,158,24872,1802,470
2020-03-21,Estonia,356,352,NA,NA,4,0,3871,637,41
2020-03-21,Greece,530,498,NA,NA,19,13,7830,658,35
2020-03-21,Italy,53578,42681,NA,20565,6072,4825,233222,26336,6557
2020-03-21,Lithuania,99,97,NA,NA,1,1,2086,620,30
2020-03-21,Poland,536,528,NA,NA,3,5,15084,2012,111
2020-03-21,Serbia,171,167,NA,88,3,1,690,87,36
2020-03-21,South Korea,8897,5884,NA,NA,2909,104,331780,4271,98
2020-03-21,Turkey,947,926,NA,NA,0,21,18604,2980,277
2020-03-22,Armenia,194,192,NA,192,2,0,1267,36,4
2020-03-22,Bangladesh,27,20,NA,NA,5,2,564,131,3
2020-03-22,Belgium,5425,1646,1596,NA,350,199,25976,1104,487
2020-03-22,Estonia,369,362,NA,NA,7,0,4031,160,13
2020-03-22,Greece,624,590,NA,NA,19,15,8006,176,94
2020-03-22,Italy,59138,46638,NA,22855,7024,5476,258402,25180,5560
2020-03-22,Lithuania,143,141,NA,NA,1,1,2361,275,44
2020-03-22,Poland,634,624,NA,NA,3,7,17607,2523,98
2020-03-22,Serbia,222,216,NA,97,4,2,779,89,51
2020-03-22,South Korea,8961,5684,NA,NA,3166,111,338036,6256,64
2020-03-22,Turkey,1236,1206,NA,NA,0,30,20345,1741,289
2020-03-23,Armenia,235,233,NA,233,2,0,1367,100,41
2020-03-23,Bangladesh,33,25,NA,NA,5,3,620,56,6
2020-03-23,Belgium,6754,1883,1874,NA,432,277,28470,2494,1329
2020-03-23,Estonia,393,385,NA,NA,8,0,4526,495,24
2020-03-23,Greece,695,649,NA,NA,29,17,8644,638,71
2020-03-23,Italy,63927,50418,NA,23896,7432,6077,275468,17066,4789
2020-03-23,Lithuania,179,177,NA,NA,1,1,2734,373,36
2020-03-23,Poland,749,738,NA,NA,3,8,20127,2520,115
2020-03-23,Serbia,249,240,NA,125,6,3,840,61,27
2020-03-23,South Korea,9037,5410,NA,NA,3507,120,348582,10546,76
2020-03-23,Turkey,1529,1492,NA,NA,0,37,24017,3672,293
2020-03-24,Armenia,265,249,NA,249,16,0,1577,210,30
2020-03-24,Bangladesh,39,30,NA,NA,5,4,712,92,6
2020-03-24,Belgium,7950,2140,2308,NA,547,351,31503,3033,1196
2020-03-24,Estonia,468,459,NA,NA,8,1,5929,1403,75
2020-03-24,Greece,743,691,NA,NA,32,20,9071,427,48
2020-03-24,Italy,69176,54030,NA,25333,8326,6820,296964,21496,5249
2020-03-24,Lithuania,209,206,NA,NA,1,2,3471,737,30
2020-03-24,Poland,901,887,NA,NA,4,10,22898,2771,152
2020-03-24,Serbia,303,285,NA,152,15,3,934,94,54
2020-03-24,South Korea,9137,5281,NA,NA,3730,126,357896,9314,100
2020-03-24,Turkey,1872,1802,NA,NA,26,44,27969,3952,343
2020-03-25,Armenia,290,272,NA,272,18,0,1727,150,25
2020-03-25,Bangladesh,39,29,NA,NA,5,5,794,82,0
2020-03-25,Belgium,9148,2721,2848,NA,675,449,34843,3340,1198
2020-03-25,Estonia,523,511,NA,NA,11,1,6976,1047,55
2020-03-25,Greece,821,763,NA,NA,36,22,10495,1424,78
2020-03-25,Italy,74386,57521,NA,26601,9362,7503,324445,27481,5210
2020-03-25,Lithuania,274,270,NA,NA,1,4,4320,849,65
2020-03-25,Poland,1051,1028,NA,NA,10,13,26244,3346,150
2020-03-25,Serbia,384,365,NA,203,15,4,1179,245,81
2020-03-25,South Korea,9241,4966,NA,NA,4144,131,364942,7046,104
2020-03-25,Turkey,2433,2348,NA,NA,26,59,33004,5035,561
2020-03-26,Armenia,329,300,NA,300,28,1,1951,224,39
2020-03-26,Bangladesh,44,28,NA,NA,11,5,920,126,5
2020-03-26,Belgium,10511,3077,3338,NA,858,550,38050,3207,1363
2020-03-26,Estonia,559,547,NA,NA,11,1,8115,1139,36
2020-03-26,Italy,80539,62013,NA,28365,10361,8165,361060,36615,6153
2020-03-26,Lithuania,299,295,NA,NA,1,4,5495,1175,25
2020-03-26,New Zealand,368,331,NA,8,37,0,16890,2088,85
2020-03-26,Poland,1221,1186,NA,NA,19,16,29564,3320,170
2020-03-26,Russia,840,800,NA,NA,38,2,197251,4427,182
2020-03-26,Serbia,457,435,NA,250,15,7,1474,295,73
2020-03-26,South Korea,9332,4665,NA,NA,4528,139,376961,12019,91
2020-03-26,Turkey,3629,3528,NA,NA,26,75,40290,7286,1196
2020-03-27,Armenia,372,343,NA,343,28,1,2206,255,43
2020-03-27,Bangladesh,48,32,NA,NA,11,5,1026,106,4
2020-03-27,Belgium,12030,3650,3913,NA,1063,673,41820,3770,1519
2020-03-27,Estonia,624,603,NA,NA,20,1,9368,1253,65
2020-03-27,Italy,86498,66414,NA,29761,10950,9134,394079,33019,5959
2020-03-27,Lithuania,358,352,NA,NA,1,5,6900,1405,59
2020-03-27,New Zealand,451,401,NA,9,50,0,18743,1853,83
2020-03-27,Poland,1389,1353,NA,NA,20,16,34067,4503,168
2020-03-27,Russia,1036,988,NA,NA,45,3,223509,26258,196
2020-03-27,Serbia,528,478,NA,302,42,8,1733,259,71
2020-03-27,South Korea,9478,4523,NA,NA,4811,144,387925,10964,146
2020-03-27,Turkey,5698,5564,NA,NA,42,92,47823,7533,2069
2020-03-28,Armenia,424,393,NA,393,30,1,2475,269,52
2020-03-28,Bangladesh,48,28,NA,NA,15,5,1076,50,0
2020-03-28,Belgium,12874,4089,4542,NA,1359,806,44793,2973,844
2020-03-28,Estonia,663,640,NA,NA,20,3,10403,1035,39
2020-03-28,Greece,1061,977,NA,NA,52,32,14363,886,95
2020-03-28,Italy,92472,70065,NA,30532,12384,10023,429526,35447,5974
2020-03-28,Lithuania,394,386,NA,NA,1,7,8424,1524,36
2020-03-28,New Zealand,514,456,NA,9,57,1,20109,1366,63
2020-03-28,Poland,1638,1597,NA,NA,23,18,38674,4607,249
2020-03-28,Russia,1264,1211,NA,NA,49,4,243377,19868,228
2020-03-28,Serbia,659,607,NA,334,42,10,2104,371,131
2020-03-28,South Korea,9583,4398,NA,NA,5033,152,394141,6216,105
2020-03-28,Turkey,7402,7224,NA,NA,70,108,55464,7641,1704
2020-03-29,Armenia,482,449,NA,449,30,3,2695,220,58
2020-03-29,Bangladesh,48,28,NA,NA,15,5,1185,109,0
2020-03-29,Belgium,13557,4480,5087,NA,1528,944,46666,1873,683
2020-03-29,Estonia,694,671,NA,NA,20,3,11254,851,31
2020-03-29,Greece,1156,1065,NA,NA,53,38,15151,788,95
2020-03-29,Italy,97689,73880,NA,31292,13030,10779,454030,24504,5217
2020-03-29,Lithuania,437,429,NA,NA,1,7,9891,1467,43
2020-03-29,New Zealand,589,525,NA,12,63,1,21091,982,75
2020-03-29,Poland,1862,1812,NA,NA,28,22,42783,4109,224
2020-03-29,Russia,1534,1462,NA,NA,64,8,263888,20511,270
2020-03-29,Serbia,741,674,NA,331,54,13,2480,376,82
2020-03-29,South Korea,9661,4275,NA,NA,5228,158,395194,1053,78
2020-03-29,Turkey,9217,8981,NA,NA,105,131,65446,9982,1815
2020-03-30,Armenia,532,499,NA,499,30,3,3062,367,50
2020-03-30,Bangladesh,49,25,NA,NA,19,5,1338,153,1
2020-03-30,Belgium,15296,4897,5565,NA,1696,1112,49743,3077,1739
2020-03-30,Estonia,727,697,NA,NA,26,4,12403,1149,33
2020-03-30,Greece,1212,1116,NA,NA,53,43,15961,810,56
2020-03-30,Italy,101739,75528,NA,31776,14620,11591,477359,23329,4050
2020-03-30,Lithuania,486,472,NA,NA,7,7,11280,1389,49
2020-03-30,New Zealand,647,572,NA,14,74,1,23050,1959,58
2020-03-30,Poland,2055,1989,NA,NA,35,31,46607,3824,193
2020-03-30,Russia,1836,1761,NA,NA,66,9,343523,79635,302
2020-03-30,Serbia,785,715,NA,540,54,16,3102,622,44
2020-03-30,Slovakia,363,359,NA,NA,3,1,8129,688,27
2020-03-30,South Korea,9786,4216,NA,NA,5408,162,410564,15370,125
2020-03-30,Turkey,10827,10497,NA,NA,162,168,76981,11535,1610
2020-03-31,Armenia,571,537,NA,537,31,3,3272,210,39
2020-03-31,Bangladesh,51,21,NA,NA,25,5,1602,264,2
2020-03-31,Belgium,16978,4989,6118,NA,2132,1297,54498,4755,1682
2020-03-31,Estonia,785,747,NA,NA,33,5,14379,1976,58
2020-03-31,Greece,1314,1212,NA,NA,53,49,16732,771,102
2020-03-31,Italy,105792,77635,NA,32215,15729,12428,506968,29609,4053
2020-03-31,Lithuania,534,519,NA,NA,7,8,12574,1294,48
2020-03-31,New Zealand,708,625,NA,14,82,1,25086,2036,61
2020-03-31,Poland,2311,2243,NA,NA,35,33,51419,4812,256
2020-03-31,Russia,2337,2199,NA,NA,121,17,536669,193146,501
2020-03-31,Serbia,900,823,NA,NA,54,23,3579,477,115
2020-03-31,Slovakia,400,396,NA,NA,3,1,9006,877,37
2020-03-31,South Korea,9887,4155,NA,NA,5567,165,421547,10983,101
2020-03-31,Turkey,13531,13074,NA,NA,243,214,92403,15422,2704
2020-04-01,Armenia,663,626,NA,626,33,4,3600,328,92
2020-04-01,Bangladesh,54,22,NA,NA,26,6,1759,157,3
2020-04-01,Belgium,18481,5220,6702,NA,2495,1544,58696,4198,1503
2020-04-01,Estonia,863,807,NA,NA,45,11,15754,1375,78
2020-04-01,Greece,1415,1312,NA,NA,53,50,17350,618,101
2020-04-01,Italy,110574,80572,NA,32438,16847,13155,541423,34455,4782
2020-04-01,Lithuania,581,566,NA,NA,7,8,15635,3061,47
2020-04-01,New Zealand,797,704,NA,13,92,1,28748,3662,89
2020-04-01,Poland,2554,2464,NA,NA,47,43,55801,4382,243
2020-04-01,Serbia,1060,978,NA,648,54,28,4389,810,160
2020-04-01,Slovakia,426,420,NA,NA,5,1,10197,1191,26
2020-04-01,South Korea,9976,3979,NA,NA,5828,169,431743,10196,89
2020-04-01,Turkey,15679,15069,NA,NA,333,277,106799,14396,2148
2020-04-02,Armenia,736,686,NA,686,43,7,3991,391,73
2020-04-02,Bangladesh,56,24,NA,NA,26,6,1906,147,2
2020-04-02,Belgium,19941,5383,7270,NA,2872,1754,63019,4323,1460
2020-04-02,Estonia,956,896,NA,NA,48,12,18260,2506,93
2020-04-02,Greece,1544,1438,NA,NA,53,53,18844,1494,129
2020-04-02,Italy,115242,83049,NA,32593,18278,13915,581232,39809,4668
2020-04-02,Lithuania,649,633,NA,NA,7,9,18432,2797,68
2020-04-02,New Zealand,868,764,NA,13,103,1,32805,4057,71
2020-04-02,Poland,2946,2842,NA,NA,47,57,61178,5377,392
2020-04-02,Serbia,1171,1086,NA,783,54,31,5026,637,111
2020-04-02,Slovakia,450,441,NA,NA,8,1,11742,1545,24
2020-04-02,South Korea,10062,3867,NA,NA,6021,174,443273,11530,86
2020-04-02,Turkey,18315,17544,NA,NA,415,356,125556,18757,2636
2020-04-03,Armenia,770,720,NA,720,43,7,4244,253,34
2020-04-03,Bangladesh,61,29,NA,NA,26,6,2113,207,5
2020-04-03,Belgium,21632,5513,7774,NA,3247,1986,67625,4606,1691
2020-04-03,Estonia,1030,958,NA,NA,59,13,19793,1533,74
2020-04-03,Greece,1613,1501,NA,NA,53,59,22437,3593,69
2020-04-03,Italy,119827,85388,NA,32809,19758,14681,619849,38617,4585
2020-04-03,Latvia,509,507,NA,NA,1,1,19380,1182,16
2020-04-03,Lithuania,696,680,NA,NA,7,9,21376,2944,47
2020-04-03,New Zealand,950,822,NA,10,127,1,37166,4361,82
2020-04-03,Poland,3383,3265,NA,NA,47,71,66938,5760,437
2020-04-03,Serbia,1476,1383,NA,874,54,39,5774,748,305
2020-04-03,Slovakia,471,462,NA,NA,8,1,13610,1868,21
2020-04-03,South Korea,10156,3654,NA,NA,6325,177,455032,11759,94
2020-04-03,Turkey,20921,20012,NA,NA,484,425,141716,16160,2606
2020-04-04,Armenia,822,758,NA,758,57,7,4663,419,52
2020-04-04,Bangladesh,70,32,NA,NA,30,8,2547,434,9
2020-04-04,Belgium,22557,5531,8273,NA,3751,2260,71449,3824,925
2020-04-04,Estonia,1092,1015,NA,NA,62,15,20979,1186,62
2020-04-04,Greece,1673,1552,NA,NA,53,68,23333,896,60
2020-04-04,Italy,124632,88274,NA,33004,20996,15362,657224,37375,4805
2020-04-04,Latvia,533,530,NA,NA,1,2,20680,1300,24
2020-04-04,Lithuania,771,753,NA,NA,7,11,23645,2269,75
2020-04-04,New Zealand,1039,882,NA,15,156,1,39769,2603,89
2020-04-04,Poland,3627,3432,NA,NA,116,79,72901,5963,244
2020-04-04,Russia,4731,4355,NA,NA,333,43,639606,64503,582
2020-04-04,Serbia,1624,1526,NA,1046,54,44,6419,645,148
2020-04-04,Slovakia,485,476,NA,NA,8,1,15134,1524,14
2020-04-04,South Korea,10237,3591,NA,NA,6463,183,461233,6201,81
2020-04-04,Turkey,23934,22647,NA,NA,786,501,161380,19664,3013
2020-04-05,Armenia,833,763,NA,763,62,8,4926,263,11
2020-04-05,Bangladesh,88,46,NA,NA,33,9,2914,367,18
2020-04-05,Belgium,23222,5620,8631,NA,3986,2493,73784,2335,665
2020-04-05,Canada,15496,12869,NA,NA,2347,280,324867,12820,1614
2020-04-05,Estonia,1103,1022,NA,NA,62,19,21838,859,11
2020-04-05,Greece,1735,1609,NA,NA,53,73,25453,2120,62
2020-04-05,Italy,128948,91246,NA,32926,21815,15887,691461,34237,4316
2020-04-05,Latvia,542,539,NA,NA,1,2,21453,773,9
2020-04-05,Lithuania,811,791,NA,NA,7,13,25599,1954,40
2020-04-05,New Zealand,1106,929,NA,12,176,1,42310,2541,67
2020-04-05,Poland,4102,3874,NA,NA,134,94,80757,7856,475
2020-04-05,Russia,5389,4989,NA,NA,355,45,697004,57398,658
2020-04-05,Serbia,1908,1803,NA,1082,54,51,7378,959,284
2020-04-05,Slovakia,534,525,NA,NA,8,1,16170,1036,49
2020-04-05,South Korea,10284,3500,NA,NA,6598,186,466804,5571,47
2020-04-05,Turkey,27069,25453,NA,NA,1042,574,181445,20065,3135
2020-04-06,Armenia,853,758,NA,758,87,8,5137,211,20
2020-04-06,Bangladesh,164,114,NA,NA,33,17,3610,696,76
2020-04-06,Belgium,25144,5759,8945,NA,4157,2768,77683,3899,1922
2020-04-06,Canada,16653,12702,NA,NA,3628,323,336882,12015,1157
2020-04-06,Estonia,1146,1056,NA,NA,69,21,23517,1679,43
2020-04-06,Greece,1755,1407,NA,NA,269,79,26193,740,20
2020-04-06,Italy,132547,93187,NA,32874,22837,16523,721732,30271,3599
2020-04-06,Latvia,548,530,NA,NA,16,2,22575,1122,6
2020-04-06,Lithuania,843,820,NA,NA,8,15,27807,2208,32
2020-04-06,New Zealand,1160,918,NA,12,241,1,45688,3378,54
2020-04-06,Poland,4413,4144,NA,NA,162,107,85467,4710,311
2020-04-06,Russia,6343,5890,NA,NA,406,47,758401,61397,954
2020-04-06,Serbia,2200,1964,NA,1197,178,58,8570,1192,292
2020-04-06,Slovakia,581,566,NA,NA,13,2,17618,1448,47
2020-04-06,South Korea,10331,3445,NA,NA,6694,192,477304,10500,47
2020-04-06,Turkey,30217,28242,NA,NA,1326,649,202845,21400,3148
2020-04-07,Armenia,881,758,NA,758,114,9,5449,312,28
2020-04-07,Bangladesh,164,114,NA,NA,33,17,4289,679,0
2020-04-07,Belgium,26645,5715,9435,NA,4681,3072,82828,5145,1501
2020-04-07,Estonia,1182,1086,NA,NA,72,24,24789,1272,36
2020-04-07,Greece,1832,1482,NA,NA,269,81,28584,2391,77
2020-04-07,Italy,135586,94067,NA,32510,24392,17127,755445,33713,3039
