Date,Country_Region,positive,active,hospitalized,hospitalizedCurr,recovered,death,total_tested,daily_tested,daily_positive
2020-10-24,Slovakia,43843,33724,NA,NA,9960,159,694117,16048,3042
2020-10-25,Armenia,78810,26452,NA,26113,51162,1196,379580,2201,973
2020-10-25,Bangladesh,398815,77905,NA,NA,315107,5803,2258243,11757,1308
2020-10-25,Canada,216104,24729,NA,NA,181429,9946,9126431,51008,2145
2020-10-25,Costa Rica,103949,40429,NA,508,62222,1298,299083,2720,861
2020-10-25,Italy,525782,222241,NA,13214,266203,37338,14654002,161880,21273
2020-10-25,Lithuania,10184,5977,NA,NA,4073,134,951701,5266,606
2020-10-25,New Zealand,1940,74,NA,0,1841,25,1070181,3038,5
2020-10-25,Slovakia,45155,34860,NA,NA,10130,165,700292,6175,1312
2020-10-26,Armenia,80410,27374,NA,27027,51814,1222,382977,3397,1600
2020-10-26,Bangladesh,400251,77833,NA,NA,316600,5818,2271347,13104,1436
2020-10-26,Canada,220213,25934,NA,NA,184306,9973,9173829,47398,4109
2020-10-26,Costa Rica,104460,39439,NA,512,63709,1312,300470,1387,511
2020-10-26,Italy,542789,236684,NA,14281,268626,37479,14778688,124686,17007
2020-10-26,Lithuania,10949,6647,NA,NA,4166,136,954962,3261,765
2020-10-26,New Zealand,1941,68,NA,0,1848,25,1072492,2311,1
2020-10-26,Singapore,58006,95,NA,69,57883,28,3680000,27677,8
2020-10-26,Slovakia,46056,34872,NA,NA,11008,176,706191,5899,901
2020-10-27,Armenia,82651,28900,NA,28548,52508,1243,387672,4695,2241
2020-10-27,Bangladesh,401586,77625,NA,NA,318123,5838,2283964,12617,1335
2020-10-27,Canada,222887,26422,NA,NA,186464,10001,9254718,80889,2674
2020-10-27,Costa Rica,105322,39587,NA,498,64406,1329,302168,1698,862
2020-10-27,Italy,564778,255090,NA,15366,271988,37700,14953086,174398,21989
2020-10-27,Lithuania,11362,6892,NA,NA,4329,141,975188,20226,413
2020-10-27,New Zealand,1943,66,NA,0,1852,25,1075827,3335,2
2020-10-27,Slovakia,48943,36960,NA,NA,11799,184,720833,14642,2887
2020-10-28,Armenia,85034,30505,NA,30151,53257,1272,392699,5027,2383
2020-10-28,Bangladesh,403079,77485,NA,NA,319733,5861,2296321,12357,1493
2020-10-28,Canada,225586,26687,NA,NA,188867,10032,9310390,55672,2699
2020-10-28,Costa Rica,106553,40217,NA,477,64996,1340,305146,2978,1231
2020-10-28,Italy,589766,276457,NA,16517,275404,37905,15152038,198952,24988
2020-10-28,Lithuania,12138,7492,NA,NA,4502,144,985994,10806,776
2020-10-28,New Zealand,1949,70,NA,0,1854,25,1083230,7403,6
2020-10-28,Slovakia,51728,39301,NA,NA,12227,200,735188,14355,2785
2020-10-29,Armenia,87432,31816,NA,31458,54316,1300,397635,4936,2398
2020-10-29,Bangladesh,404760,77593,NA,NA,321281,5886,2310589,14268,1681
2020-10-29,Canada,228542,27259,NA,NA,191209,10074,9373532,63142,2956
2020-10-29,Costa Rica,107570,40547,NA,452,65666,1357,308063,2917,1017
2020-10-29,Italy,616595,299191,NA,17615,279282,38122,15353490,201452,26829
2020-10-29,Lithuania,13088,8356,NA,NA,4582,150,997860,11866,950
2020-10-29,New Zealand,1950,68,NA,0,1857,25,1090702,7472,1
2020-10-29,Slovakia,55091,42371,NA,NA,12508,212,751744,16556,3363
2020-10-30,Armenia,89813,33155,NA,32733,55317,1341,402627,4992,2381
2020-10-30,Bangladesh,406364,77756,NA,NA,322703,5905,2324730,14141,1604
2020-10-30,Canada,231999,27952,NA,NA,193937,10110,9436375,62843,3457
2020-10-30,Costa Rica,108866,41293,NA,452,66202,1371,311310,3247,1296
2020-10-30,Italy,647674,325786,NA,18740,283567,38321,15568575,215085,31079
2020-10-30,Lithuania,13823,8975,NA,NA,4691,157,1010596,12736,735
2020-10-30,New Zealand,1957,75,NA,0,1857,25,1096666,5964,7
2020-10-30,Slovakia,57664,44828,NA,NA,12617,219,769818,18074,2573
2020-10-31,Armenia,92254,35064,NA,34691,55827,1363,408019,5392,2441
2020-10-31,Bangladesh,407684,77616,NA,NA,324145,5923,2336262,11532,1320
2020-10-31,Canada,235444,29432,NA,NA,195876,10136,9501937,65562,3445
2020-10-31,Costa Rica,109971,41867,NA,455,66719,1385,314534,3224,1105
2020-10-31,Italy,679430,351386,NA,19809,289426,38618,15784461,215886,31756
2020-10-31,Lithuania,14824,9787,NA,NA,4872,165,1020964,10368,1001
2020-10-31,New Zealand,1959,77,NA,0,1857,25,1101067,4401,2
2020-10-31,Slovakia,59946,46929,NA,NA,12798,219,791767,21949,2282
2020-11-01,Armenia,93448,35591,NA,35215,56466,1391,410563,2544,1194
2020-11-01,Bangladesh,409252,77371,NA,NA,325940,5941,2348811,12549,1568
2020-11-01,Canada,238688,30780,NA,NA,197729,10179,9548758,46821,3244
2020-11-01,Costa Rica,110717,42384,NA,448,66937,1396,316368,1834,746
2020-11-01,Italy,709335,378129,NA,20841,292380,38826,15967918,183457,29905
2020-11-01,Lithuania,15719,10670,NA,NA,4883,166,1029063,8099,895
2020-11-01,New Zealand,1963,81,NA,0,1857,25,1104113,3046,4
2020-11-01,Slovakia,61829,48598,NA,NA,13012,219,813244,21477,1883
2020-11-02,Armenia,94776,35764,NA,35381,57599,1413,413554,2991,1328
2020-11-02,Bangladesh,410988,77121,NA,NA,327901,5966,2361702,12891,1736
2020-11-02,Canada,241961,31701,NA,NA,200052,10208,9597564,48806,3273
2020-11-02,Costa Rica,111257,41724,NA,467,68129,1404,318064,1696,540
2020-11-02,Italy,731588,396512,NA,21862,296017,39059,16103649,135731,22253
2020-11-02,Lithuania,16556,11495,NA,NA,4891,170,1033170,4107,837
2020-11-02,New Zealand,1968,75,NA,0,1868,25,1106568,2455,5
2020-11-02,Singapore,58042,90,NA,68,57924,28,3879052,28436,5
2020-11-02,Slovakia,63556,49064,NA,NA,14257,235,832238,18994,1727
2020-11-03,Armenia,97150,36891,NA,36502,58811,1448,418119,4565,2374
2020-11-03,Bangladesh,412647,76877,NA,NA,329787,5983,2375760,14058,1659
2020-11-03,Canada,244935,31147,NA,NA,203509,10279,9663055,65491,2974
2020-11-03,Costa Rica,112120,42097,NA,462,68604,1419,320253,2189,863
2020-11-03,Italy,759829,418142,NA,23339,302275,39412,16285936,182287,28241
2020-11-03,Lithuania,17453,12344,NA,NA,4934,175,1038164,4994,897
2020-11-03,New Zealand,1971,73,NA,0,1873,25,1113739,7171,3
2020-11-03,Slovakia,66772,51037,NA,NA,15474,261,845615,13377,3216
2020-11-04,Armenia,99563,37952,NA,37562,60135,1476,423524,5405,2413
2020-11-04,Bangladesh,414164,76463,NA,NA,331697,6004,2389677,13917,1517
2020-11-04,Canada,248218,31845,NA,NA,206037,10336,9700270,37215,3283
2020-11-04,Costa Rica,113261,42687,NA,451,69143,1431,323187,2934,1141
2020-11-04,Italy,790377,443235,NA,24408,307378,39747,16497767,211831,30548
2020-11-04,Lithuania,18092,12828,NA,NA,5082,182,1050223,12059,639
2020-11-04,Slovakia,68734,52022,NA,NA,16426,286,858479,12864,1962
2020-11-05,Armenia,101773,38485,NA,38088,61782,1506,428726,5202,2210
2020-11-05,Bangladesh,416006,76397,NA,NA,333588,6021,2404902,15225,1842
2020-11-05,Canada,252140,33761,NA,NA,207998,10381,9763591,63321,3922
2020-11-05,Costa Rica,114367,42921,NA,449,70002,1444,326539,3352,1106
2020-11-05,Italy,824879,472348,NA,25647,312339,40192,16717651,219884,34502
2020-11-05,Lithuania,19091,13620,NA,NA,5285,186,1064817,14594,999
2020-11-05,Slovakia,73667,54962,NA,NA,18354,351,885861,27382,4933
2020-11-06,Armenia,104249,39458,NA,39055,63258,1533,434065,5339,2476
2020-11-06,Bangladesh,417475,76412,NA,NA,335027,6036,2417475,12573,1469
2020-11-06,Canada,255809,34136,NA,NA,211237,10436,9826986,63395,3669
2020-11-06,Costa Rica,115417,43543,NA,455,70421,1453,329416,2877,1050
2020-11-06,Italy,862681,499118,NA,26520,322925,40638,16951896,234245,37802
2020-11-06,Lithuania,20747,15101,NA,NA,5454,192,1080306,15489,1656
2020-11-07,Armenia,106424,40686,NA,NA,64179,1559,438855,4790,2175
2020-11-07,Bangladesh,418764,76147,NA,NA,336568,6049,2429842,12367,1289
2020-11-07,Canada,260055,36471,NA,NA,213094,10490,9884582,57596,4246
2020-11-07,Italy,902490,532536,NA,27743,328891,41063,17183569,231673,39809
2020-11-07,Lithuania,22719,16901,NA,NA,5615,203,1095001,14695,1972
2020-11-07,Slovakia,75495,55663,NA,NA,19481,351,901327,7733,914
2020-11-08,Bangladesh,420238,76026,NA,NA,338145,6067,2442602,12760,1474
2020-11-08,Italy,935104,558636,NA,29189,335074,41394,17374713,191144,32614
